US,20,103,Leavenworth County
US,20,105,Lincoln County
US,20,107,Linn County
US,20,109,Logan County
US,20,111,Lyon County
US,20,113,Mcpherson County
US,20,115,Marion County
US,20,117,Marshall County
US,20,119,Meade County
US,20,121,Miami County
US,20,123,Mitchell County
US,20,125,Montgomery County
US,20,127,Morris County
US,20,129,Morton County
US,20,131,Nemaha County
US,20,133,Neosho County
US,20,135,Ness County
US,20,137,Norton County
US,20,139,Osage County
US,20,141,Osborne County
US,20,143,Ottawa County
US,20,145,Pawnee County
US,20,147,Phillips County
US,20,149,Pottawatomie County
US,20,151,Pratt County
US,20,153,Rawlins County
US,20,155,Reno County
US,20,157,Republic County
US,20,159,Rice County
US,20,161,Riley County
US,20,163,Rooks County
US,20,165,Rush County
US,20,167,Russell County
US,20,169,Saline County
US,20,171,Scott County
US,20,173,Sedgwick County
US,20,175,Seward County
US,20,177,Shawnee County
US,20,179,Sheridan County
US,20,181,Sherman County
US,20,183,Smith County
US,20,185,Stafford County
US,20,187,Stanton County
US,20,189,Stevens County
US,20,191,Sumner County
US,20,193,Thomas County
US,20,195,Trego County
US,20,197,Wabaunsee County
US,20,199,Wallace County
US,20,201,Washington County
US,20,203,Wichita County
US,20,205,Wilson County
US,20,207,Woodson County
US,20,209,Wyandotte County
US,21,001,Adair County
US,21,003,Allen County
US,21,005,Anderson County
US,21,007,Ballard County
US,21,009,Barren County
US,21,011,Bath County
US,21,013,Bell County
US,21,015,Boone County
US,21,017,Bourbon County
US,21,019,Boyd County
US,21,021,Boyle County
US,21,023,Bracken County
US,21,025,Breathitt County
US,21,027,Breckinridge County
US,21,029,Bullitt County
US,21,031,Butler County
US,21,033,Caldwell County
US,21,035,Calloway County
US,21,037,Campbell County
US,21,039,Carlisle County
US,21,041,Carroll County
US,21,043,Carter County
US,21,045,Casey County
US,21,047,Christian County
US,21,049,Clark County
US,21,051,Clay County
US,21,053,Clinton County
US,21,055,Crittenden County
US,21,057,Cumberland County
US,21,059,Daviess County
US,21,061,Edmonson County
US,21,063,Elliott County
US,21,065,Estill County
US,21,067,Fayette County
US,21,069,Fleming County
US,21,071,Floyd County
US,21,073,Franklin County
